0	0	0	0	0.226346
0	0	0	1	0.204391
0	0	0	2	0.225949
0	0	0	3	0.206276
0	0	0	4	0.203939
0	0	0	5	0.232
0	0	0	6	0.222547
0	0	0	7	0.229514
0	0	0	8	0.25275
0	0	0	9	0.215822
0	0	0	10	0.211813
0	0	0	11	0.231267
0	0	0	12	0.239401
0	0	0	13	0.247073
0	0	0	14	0.232
0	0	0	15	0.232
0	0	1	0	0.217966
0	0	1	1	0.221156
0	0	1	2	0.232759
0	0	1	3	0.221772
0	0	1	4	0.21889
0	0	1	5	0.226342
0	0	1	6	0.212147
0	0	1	7	0.258105
0	0	1	8	0.232
0	0	1	9	0.19163
0	0	1	10	0.18659
0	0	1	11	0.220002
0	0	1	12	0.214179
0	0	1	13	0.262444
0	0	1	14	0.232
0	0	1	15	0.232
0	1	0	0	0.220044
0	1	0	1	0.226921
0	1	0	2	0.22586
0	1	0	3	0.236367
0	1	0	4	0.242653
0	1	0	5	0.210153
0	1	0	6	0.212644
0	1	0	7	0.226368
0	1	0	8	0.263146
0	1	0	9	0.231952
0	1	0	10	0.218362
0	1	0	11	0.232046
0	1	0	12	0.252465
0	1	0	13	0.222711
0	1	0	14	0.2742
0	1	0	15	0.301852
0	1	1	0	0.218882
0	1	1	1	0.212147
0	1	1	2	0.202874
0	1	1	3	0.213362
0	1	1	4	0.211549
0	1	1	5	0.229648
0	1	1	6	0.243935
0	1	1	7	0.250112
0	1	1	8	0.250112
0	1	1	9	0.204903
0	1	1	10	0.223486
0	1	1	11	0.226225
0	1	1	12	0.208197
0	1	1	13	0.240244
0	1	1	14	0.296217
0	1	1	15	0.232
1	0	0	0	0.212147
1	0	0	1	0.206306
1	0	0	2	0.219581
1	0	0	3	0.30435
1	0	0	4	0.296261
1	0	0	5	0.257426
1	0	0	6	0.220515
1	0	0	7	0.197182
1	0	0	8	0.1921
1	0	0	9	0.213032
1	0	0	10	0.214179
1	0	0	11	0.215852
1	0	0	12	0.285432
1	0	0	13	0.235109
1	0	0	14	0.195459
1	0	0	15	0.232
1	0	1	0	0.188856
1	0	1	1	0.197182
1	0	1	2	0.233961
1	0	1	3	0.218005
1	0	1	4	0.208197
1	0	1	5	0.243942
1	0	1	6	0.227464
1	0	1	7	0.232
1	0	1	8	0.46982
1	0	1	9	0.193765
1	0	1	10	0.212936
1	0	1	11	0.227101
1	0	1	12	0.223606
1	0	1	13	0.232
1	0	1	14	0.232
1	0	1	15	0.232
1	1	0	0	0.215394
1	1	0	1	0.218487
1	1	0	2	0.220153
1	1	0	3	0.238177
1	1	0	4	0.232951
1	1	0	5	0.412548
1	1	0	6	0.217535
1	1	0	7	0.202879
1	1	0	8	0.254729
1	1	0	9	0.22533
1	1	0	10	0.206276
1	1	0	11	0.2213
1	1	0	12	0.218362
1	1	0	13	0.263262
1	1	0	14	0.307315
1	1	0	15	0.232
1	1	1	0	0.207654
1	1	1	1	0.181204
1	1	1	2	0.214764
1	1	1	3	0.218434
1	1	1	4	0.217277
1	1	1	5	0.212746
1	1	1	6	0.241818
1	1	1	7	0.200722
1	1	1	8	0.232
1	1	1	9	0.214544
1	1	1	10	0.219226
1	1	1	11	0.217877
1	1	1	12	0.252005
1	1	1	13	0.274621
1	1	1	14	0.264927
1	1	1	15	0.232
2	0	0	0	0.21521
2	0	0	1	0.213737
2	0	0	2	0.220515
2	0	0	3	0.238379
2	0	0	4	0.244639
2	0	0	5	0.232
2	0	0	6	0.22258
2	0	0	7	0.230162
2	0	0	8	0.226276
2	0	0	9	0.225071
2	0	0	10	0.229293
2	0	0	11	0.236662
2	0	0	12	0.23227
2	0	0	13	0.236876
2	0	0	14	0.316293
2	0	0	15	0.232
2	0	1	0	0.215888
2	0	1	1	0.266217
2	0	1	2	0.25106
2	0	1	3	0.246695
2	0	1	4	0.213234
2	0	1	5	0.223597
2	0	1	6	0.222307
2	0	1	7	0.232236
2	0	1	8	0.232
2	0	1	9	0.226571
2	0	1	10	0.22719
2	0	1	11	0.213849
2	0	1	12	0.20254
